gene_id,type,c1,c2,start,end
H3f3a-ps2,Normal,16,16,91114189,91114599
Gm15733,Normal,5,5,9353759,9354000
Gm49611,Normal,16,16,91133121,91133429
Gm49612,Normal,16,16,91135275,91135476
9330182L06Rik,Normal,5,5,9266118,9481825
Gm41492,Normal,16,16,91138455,91159089
Gm12121,Normal,11,11,34141827,34143421
Gm16137,Normal,15,15,37242403,37243162
Olfr1353,Normal,10,10,78963309,78971338
Gm16136,Normal,15,15,37231793,37233309
Gm7741,Normal,3,3,35863877,35864865
Stk-ps2,Normal,1,1,46020072,46030469
Gm49460,Normal,15,15,72588283,72606053
Gm49459,Normal,15,15,72725404,72725860
Grhl2,Normal,15,15,37233036,37363569
Trappc9,Normal,15,15,72589620,73061204
Gm8738,Normal,11,11,103879915,103880243
Gm40309,Normal,5,5,65541929,65543680
Nsf,Normal,11,11,103821782,103954056
Gm11945,Normal,11,11,3470902,3471377
Gm28506,Ytype,-1,Y,9986127,9986276
Gm11583,Normal,11,11,97160990,97161675
Adam3,Normal,8,8,24677225,24725852
Kpnb1,Normal,11,11,97159714,97187881
Gm28507,Ytype,-1,Y,10019064,10019766
Gm21301,Ytype,-1,Y,10065783,10066481
Gm29142,Ytype,-1,Y,10084919,10085614
Sectm1a,Normal,11,11,121067407,121081220
Gm6235,Normal,18,18,3446814,3447222
Mycl,Normal,4,4,122995652,123002485
1700061H18Rik,Normal,18,18,69943320,69969609
Gm26537,Normal,8,8,120643950,120653687
Gm21310,Ytype,-1,Y,10144735,10147183
Spata2l,Normal,8,8,123229801,123236233
Esyt2,Normal,12,12,116281196,116391050
Ccdc68,Normal,18,18,69925426,69969484
Gm50088,Normal,18,18,3466371,3466502
Gm29992,Normal,18,18,14309209,14331676
G430049J08Rik,Normal,18,18,3471630,3474315
Gm4960,Normal,5,5,7399362,7400362
Mia2,Normal,12,12,59095799,59191583
Gm50089,Normal,18,18,3484218,3485193
Nars,Normal,18,18,64499647,64516652
D930028M14Rik,Normal,7,7,25152457,25156627
Gm28509,Ytype,-1,Y,10151537,10154879
Gm50097,Normal,18,18,14331861,14333396
Psip1,Normal,4,4,83455680,83486459
Gm29182,Ytype,-1,Y,72271926,72275164
Akr1e1,Normal,13,13,4590750,4609174
Gm5160,Normal,18,18,14424868,14425303
Gm50098,Normal,18,18,14492005,14492243
Cib1,Normal,7,7,80227147,80232813
Bcl2l12,Normal,7,7,44991222,44998712
Spg7,Normal,8,8,123062942,123097760
Pou2f2,Normal,7,7,25087344,25179726
Zfp446,Normal,7,7,12977848,12985714
Ccdc92b,Normal,11,11,74619605,74641516
Fastkd3,Normal,13,13,68582234,68592338
Gm13865,Normal,3,3,109192003,109192867
Gm45149,Normal,7,7,17797825,17799996
Gm20304,Normal,10,10,33463905,33464348
Ceacam14,Normal,7,7,17812633,17815663
Gm29884,Normal,10,10,33412076,33412528
Gm10080,Normal,9,9,44374744,44375181
Olfr1351,Normal,10,10,79012472,79019645
Pygo2,Normal,3,3,89430214,89435128
Zfp251,Normal,15,15,76851609,76871435
Gm2961,Normal,8,8,62193441,62194212
Eef1g,Normal,19,19,8967041,8978479
Hspd1-ps2,Normal,8,8,62486792,62488488
Gm2975,Normal,8,8,62539650,62540469
Lrrc47,Normal,4,4,154011731,154021513
Gm7561,Normal,8,8,62546946,62547831
Gm47343,Normal,10,10,78972103,79012892
Gm45460,Normal,8,8,62616317,62634645
Olfr1352,Normal,10,10,78981050,78987903
Gm45462,Normal,8,8,62749686,62761858
Gm45459,Normal,8,8,62646335,62855382
Gm5155,Normal,7,7,17871767,17919010
Pkd2l1,Normal,19,19,44147637,44192442
Gm19196,Normal,12,12,21543307,21554521
9430081H08Rik,Normal,9,9,44378633,44379450
Il1rl1,Normal,1,1,40429570,40465415
Gm15545,Normal,7,7,44986900,44994597
Trem2,Normal,17,17,48346401,48354147
Il1rn,Normal,2,2,24336853,24351494
Gm2759,Xtype,-1,X,24948574,24969751
Gm9504,Normal,3,3,106042964,106043431
Ccdc120,Xtype,-1,X,7731714,7750905
Gm16138,Normal,15,15,37331989,37332809
Olfr1508,Normal,14,14,52458829,52467495
Gm2768,Xtype,-1,X,25112160,25115171
4921508D12Rik,Normal,2,2,132424741,132452499
Rapgefl1,Normal,11,11,98836785,98853697
Tpra1,Normal,6,6,88902251,88912238
1700026D11Rik,Normal,2,2,132490634,132524057
Gm4248,Normal,3,3,106091034,106091349
Ubtd1,Normal,19,19,41981763,42034643
Gm43512,Normal,14,14,52482885,52483060
Gm11792,Normal,11,11,121092392,121092559
Olfr1507,Normal,14,14,52488791,52495749
Slc34a1,Normal,13,13,55398187,55415592
Gm14095,Normal,2,2,132483212,132501148
Lrp12,Normal,15,15,39870589,39943994
Gm5169,Xtype,-1,X,25277483,25301455
Aldh3b3,Normal,19,19,3958645,3972103
9630009A06Rik,Normal,15,15,30961300,30962878
Gm48556,Normal,13,13,68590481,68594722
Gm49283,Normal,15,15,30428844,30430233
4930570B17Rik,Normal,15,15,30597094,30626621
Entpd2,Normal,2,2,25395874,25401321
4930448D08Rik,Normal,18,18,69969677,69972366
Gm11791,Normal,11,11,121096641,121097207
Tifab,Normal,13,13,56173704,56178885
Gm11793,Normal,11,11,121106147,121107127
Gm8378,Normal,12,12,91674812,91686113
Gm36382,Normal,14,14,52508542,52509082
Fam162a,Normal,16,16,36043761,36071594
Gm45528,Normal,8,8,24711406,24714550
Gm1989,Xtype,-1,X,25359128,25380281
Tex19.2,Normal,11,11,121116215,121118677
Gm16876,Normal,12,12,91684665,91693590
Gm45609,Normal,2,2,155074181,155099510
Fbxo44,Normal,4,4,148152800,148160482
Ahcy,Normal,2,2,155059310,155074497
Havcr1,Normal,11,11,46735080,46779578
Ston2,Normal,12,12,91633009,91788387
Gm6457,Normal,18,18,14570147,14570638
Gm47104,Normal,13,13,56202231,56202937
Gm1993,Xtype,-1,X,25548296,25570452
Gm20844,Ytype,-1,Y,72382594,72383247
Scd3,Normal,19,19,44203269,44244016
Slc45a1,Normal,4,4,150628572,150652174
Gm8802,Normal,5,5,7857108,7857847
Wdr5b,Normal,16,16,36041190,36043928
Gm30835,Normal,5,5,7680108,7960346
Gm43478,Normal,5,5,7923833,7924124
Nuf2,Normal,1,1,169497934,169531464
Gm13036,Normal,4,4,146058776,146059523
Gm28508,Ytype,-1,Y,10277698,10278393
Gm38064,Normal,1,1,188246140,188257885
Smc6,Normal,12,12,11265886,11319785
Gm36551,Normal,5,5,137857045,137860318
Gm13034,Normal,4,4,146067752,146070928
Bambi,Normal,18,18,3507923,3516404
Gm13035,Normal,4,4,146073257,146073598
Pilrb1,Normal,5,5,137852147,137858106
Gm49673,Normal,17,17,8082695,8147788
Ifit1bl1,Normal,19,19,34592891,34601956
Ppa2,Normal,3,3,133310110,133378235
Gm26843,Normal,8,8,93646386,93687958
Gm30606,Normal,8,8,93707015,93719975
Ppp2r1a,Normal,17,17,20945311,20965916
Gm50323,Normal,19,19,44225796,44246570
Gm1604a,Normal,17,17,7982522,8101241
4930550C17Rik,Normal,13,13,56222224,56243940
Gm45786,Normal,8,8,93747575,93749852
Gm20834,Ytype,-1,Y,10322618,10324589
Gm50090,Normal,18,18,3558675,3560037
Neurog1,Normal,13,13,56250478,56252163
Ifit3b,Normal,19,19,34607970,34613401
Gm6951,Normal,19,19,44252517,44261446
Aldh3b2,Normal,19,19,3972328,3981646
Ifit3,Normal,19,19,34583531,34588731
Usp50,Normal,2,2,126709096,126783470
Socs1,Normal,16,16,10782240,10785536
Bag6,Normal,17,17,35135178,35147322
Gm50219,Normal,18,18,70070223,70071141
Rab27b,Normal,18,18,69979131,70141605
4930488L21Rik,Normal,8,8,93750147,93813722
Gm5310,Normal,6,6,68387561,68389071
Rnaset2a,Normal,17,17,8115445,8148097
Gnao1,Normal,8,8,93809966,93969388
Tnp2,Normal,16,16,10787936,10788660
Rab28,Normal,5,5,41624976,41708157
Gm50091,Normal,18,18,3616281,3618242
Rpl7a-ps6,Normal,18,18,3857769,3858580
2310001K20Rik,Normal,7,7,76611065,76612015
Gm45210,Normal,7,7,76698141,76699717
2310005A03Rik,Normal,2,2,155097789,155100081
Gm28510,Ytype,-1,Y,10412737,10444691
Gm5597,Normal,7,7,76244746,76245938
Gm49613,Normal,16,16,91174989,91175334
Gstt4,Normal,10,10,75814943,75822543
4930403P22Rik,Normal,1,1,36332708,36333420
Agbl1,Normal,7,7,76229887,77124698
1700016F12Rik,Normal,5,5,96849505,96852938
Gm7378,Normal,18,18,4010256,4011157
Gm6248,Normal,18,18,4052351,4052536
Gm42601,Normal,5,5,96879342,96891172
Fam76b,Normal,9,9,13827716,13854987
Il17rd,Normal,14,14,27038941,27107286
Treml1,Normal,17,17,48359916,48367176
Gm42602,Normal,5,5,96879518,96882741
Epha10,Normal,4,4,124880899,124917800
Steap4,Normal,5,5,7960457,7982213
Prm3,Normal,16,16,10790505,10790914
Npdc1,Normal,2,2,25399351,25409494
Gm43147,Normal,5,5,96912700,96913241
AC163638.3,Normal,14,14,24280377,24282531
Gm8013,Normal,5,5,96921272,96934867
Gm19034,Normal,14,14,24285109,24290650
Clec12a,Normal,6,6,129342691,129365303
Gm40773,Normal,10,10,117864670,117868075
Gm32552,Normal,10,10,117863681,117866715
Gm29525,Ytype,-1,Y,10496820,10497518
Gm16079,Normal,4,4,150668248,150678792
Gm29526,Ytype,-1,Y,10510482,10510860
Gm33370,Normal,5,5,96910341,96922175
4933411E08Rik,Normal,10,10,117925459,117948292
Gm20737,Ytype,-1,Y,10533609,10536042
Gm15008,Xtype,-1,X,36910834,36911985
Prm2,Normal,16,16,10791380,10796134
Ptpn5,Normal,7,7,47077795,47133684
4930451I11Rik,Normal,7,7,126830468,126831639
Myct1,Normal,10,10,5593775,5606904
Ttn,Normal,2,2,76703980,76982547
Gm14218,Normal,2,2,136137006,136140161
Gm43148,Normal,5,5,96936813,96937332
Pak7,Normal,2,2,136081104,136387967
Gm43144,Normal,5,5,96940297,96940781
1700125G02Rik,Normal,4,4,124890888,124894782
Gm10343,Normal,16,16,10801381,10801713
Gm46563,Normal,16,16,10797943,10812726
Cybrd1,Normal,2,2,71117923,71142926
Prm1,Normal,16,16,10796326,10805839
Gm15730,Normal,5,5,8055139,8055553
Usp8,Normal,2,2,126707328,126759297
Gm28863,Normal,7,7,110626281,110639358
Tmprss7,Normal,16,16,45656315,45693658
Gm35183,Normal,19,19,44272271,44278228
Gm15731,Normal,5,5,8037294,8052707
Acer3,Normal,7,7,98206389,98321208
Adm,Normal,7,7,110627661,110629820
Sri,Normal,5,5,8046078,8069379
Zfp987,Normal,4,4,146097298,146126621
Gm9484,Normal,5,5,96996206,96997364
Gm43262,Normal,13,13,53403950,53414830
Pfn3,Normal,13,13,55414688,55415232
Lyrm7,Normal,11,11,54826866,54860916
Gm2762,Normal,13,13,53393657,53455630
Gm49478,Normal,15,15,99348821,99349535
Gm21123,Normal,7,7,110690163,110699734
9330121K16Rik,Normal,8,8,55073249,55077134
Gm45516,Normal,8,8,63020866,63025047
Gm8734,Normal,8,8,55080404,55081715
BC043934,Normal,9,9,96435783,96438138
Gm18907,Normal,7,7,110712041,110713397
Gm45461,Normal,8,8,62979221,62983755
Gm20586,Normal,8,8,55532291,55532837
Marchf7,Normal,2,2,60209887,60250676
Gm50488,Normal,9,9,96426326,96449345
Spock3,Normal,8,8,62951009,63357103
Gm12766,Normal,7,7,34438137,34520885
Tm4sf20,Normal,1,1,82756649,82768461
Gm12780,Normal,7,7,34495421,34496065
Rnf7,Normal,9,9,96470937,96478675
Gm18849,Normal,1,1,46056310,46058986
Ankrd2,Normal,19,19,42036000,42045110
Gm16764,Normal,7,7,132597387,132599637
Ccnk,Normal,12,12,108179579,108203359
Sdc4,Normal,2,2,164424247,164443887
Cuzd1,Normal,7,7,131308554,131322292
Gm28729,Normal,9,9,96486001,96525264
Acsm2,Normal,7,7,119554340,119600690
Gm8495,Normal,9,9,96537161,96537854
Gm49614,Normal,16,16,91222100,91222926
A530010L16Rik,Normal,8,8,122760045,122763021
Olig2,Normal,16,16,91225457,91228677
Gm18320,Normal,8,8,55659353,55659947
Gm45610,Normal,8,8,55777199,55777982
Gm17415,Normal,1,1,93421700,93422488
Commd5,Normal,15,15,76899910,76901305
Gm12784,Normal,7,7,34544472,34581691
Ceacam11,Normal,7,7,17972124,17978556
Gm17827,Normal,8,8,124005305,124006046
Tekt4,Normal,17,17,25454615,25476602
Def8,Normal,8,8,123423527,123463270
Adam29,Normal,8,8,55870912,55906948
Rasa2,Normal,9,9,96539300,96631617
AC110885.1,Normal,7,7,131204932,131205063
Rnf141,Normal,7,7,110800432,110844457
Ccdc85c,Normal,12,12,108203602,108275425
Ccndbp1,Normal,2,2,121008403,121016904
Zfp7,Normal,15,15,76879259,76892395
Olfr57,Normal,10,10,79028741,79036274
Gm4036,Normal,12,12,21624760,21630450
Gm49923,Normal,17,17,72520282,72522643
Gm4425,Normal,12,12,22115756,22156646
Gm19183,Normal,17,17,72256258,72257146
Cfap57,Normal,4,4,118554551,118620777
Alk,Normal,17,17,71868972,72604627
Gm9289,Normal,12,12,22203105,22208643
Gm19566,Normal,5,5,105980573,105981182
Gm43753,Normal,5,5,62656799,62660107
Gm20486,Normal,12,12,22274385,22274512
Gm32736,Normal,5,5,106095091,106103547
Arap2,Normal,5,5,62602445,62766159
1700045H11Rik,Normal,4,4,150828225,150854949
Gm5987,Normal,5,5,106215651,106216801
Ceacam13,Normal,7,7,18009889,18019221
Gm38433,Normal,5,5,106272210,106273065
Gm32921,Normal,5,5,106321340,106323217
Rps15a-ps3,Normal,4,4,150847113,150847507
Gm15672,Normal,5,5,139147576,139150693
Errfi1,Normal,4,4,150853919,150868892
4930458A03Rik,Normal,5,5,106351535,106364234
Igkv16-104,Normal,6,6,68425575,68426072
Prkar1b,Normal,5,5,139017306,139150001
Gm42915,Normal,5,5,106355362,106355684
Serpina3i,Normal,12,12,104263122,104269372
Inpp5k,Normal,11,11,75630988,75648871
Igkv15-103,Normal,6,6,68437440,68437925
Cnn2-ps,Normal,19,19,34623682,34624607
Ifit1bl2,Normal,19,19,34617049,34640743
Gm16560,Normal,3,3,94173080,94173483
Gm49924,Normal,17,17,71925232,71927030
Gm49527,Normal,15,15,76879320,76901283
Ccdc40,Normal,11,11,119228572,119265238
Gm26963,Normal,17,17,72699505,72700445
Spopfm2,Normal,3,3,94174412,94178193
Gm44879,Normal,7,7,77298494,77298996
4930432H08Rik,Normal,5,5,106364561,106366849
Gm29611,Normal,1,1,78615467,78620165
Spopfm3,Normal,3,3,94196714,94199802
Gm44608,Normal,7,7,77412573,77413427
Gm29742,Normal,15,15,10917437,10917821
Nkx3-2,Normal,5,5,41761483,41764501
Gm42916,Normal,5,5,106369012,106370818
Gm49068,Normal,15,15,10938122,10938544
Gm16584,Normal,3,3,94201210,94201398
Ypel5,Normal,17,17,72836453,72851195
Gm4982,Normal,3,3,94236702,94237799
Gm45517,Normal,8,8,63198972,63201439
Crlf3,Normal,11,11,80046493,80080991
Gm9141,Normal,3,3,94242464,94243470
Gm10182,Normal,9,9,22321105,22321377
Pqlc2,Normal,4,4,139294029,139310708
Gm6838,Normal,12,12,22320382,22326042
Zfp553,Normal,7,7,127233061,127238179
Scd2,Normal,19,19,44293674,44306864
Trit1,Normal,4,4,123016597,123054949
Igkv15-102,Normal,6,6,68466126,68466412
AU022793,Normal,15,15,39962649,39967024
Igkv20-101-2,Normal,6,6,68474613,68475101
Gm5322,Normal,7,7,18038476,18039174
Ifit1,Normal,19,19,34640871,34650009
Gm37669,Normal,1,1,153443481,153444300
Shcbp1l,Normal,1,1,153425162,153452574
Vav3,Normal,3,3,109340653,109685698
Rps12,Normal,10,10,23785183,23787275
Gm13049,Normal,4,4,150825733,150839575
Septin1,Normal,7,7,127214447,127233130
Gm37852,Normal,10,10,118004938,118005287
5330439M10Rik,Normal,10,10,118112517,118124094
Igkv15-101-1,Normal,6,6,68479316,68479573
Igkv15-101,Normal,6,6,68481421,68481719
Gm44854,Normal,7,7,126837212,126846388
Igkv14-100,Normal,6,6,68519012,68519477
Gm37348,Normal,3,3,41976335,41978123
Gm26822,Normal,16,16,10827927,10833507
Gm7899,Normal,3,3,41976152,41978048
Igkv1-99,Normal,6,6,68541644,68542422
Cntnap5b,Normal,1,1,99772765,100485942
Ptx4,Normal,17,17,25120760,25125292
Cep72,Normal,13,13,74036500,74062299
Gm44719,Normal,7,7,64213190,64213338
Gm18425,Normal,19,19,34710008,34711016
Slc16a12,Normal,19,19,34668403,34747289
Gm44722,Normal,7,7,64202089,64202524
4930505M18Rik,Normal,7,7,37669799,37672347
Trpm1,Normal,7,7,64153835,64269775
Gm44882,Normal,7,7,37517053,37517854
Gm44883,Normal,7,7,37659381,37662638
6720469O03Rik,Normal,7,7,37365430,37366630
Fstl1,Normal,16,16,37776873,37836514
Zfp536,Normal,7,7,37318024,37773641
Gm43237,Normal,5,5,62612415,62613458
Gm44837,Normal,7,7,34636996,34637712
Wipf2,Normal,11,11,98863638,98905040
Hint1,Normal,11,11,54866383,54870501
Ampd3,Normal,7,7,110768206,110812405
Gm19280,Normal,9,9,96584303,96584507
Gm14302,Normal,2,2,164459896,164460955
Rhoj,Normal,12,12,75308322,75401456
Trp53tg5,Normal,2,2,164470301,164473724
Spopfm1,Normal,3,3,94264036,94266784
Zbtb38,Normal,9,9,96682770,96752831
Gm49248,Normal,12,12,22409487,22414924
Gm6607,Normal,9,9,22330173,22330500
Gm16561,Normal,3,3,94275233,94275424
Pom121l2,Normal,13,13,21981194,21988734
Gm7456,Normal,12,12,49140256,49141266
Them4,Normal,3,3,94310089,94332540
Igkv12-98,Normal,6,6,68570763,68571235
Gm30781,Normal,6,6,48798280,48798826
Dbndd2,Normal,2,2,164486106,164493319
Gm21775,Ytype,-1,Y,10553453,10553992
Igkv15-97,Normal,6,6,68591374,68591832
Gm18623,Normal,12,12,49323943,49325617
Gm21900,Ytype,-1,Y,10616361,10616903
Gm17834,Normal,6,6,48819024,48820467
Igkv10-96,Normal,6,6,68631963,68632442
Rpl29-ps2,Normal,13,13,4609334,4615025
Gm34304,Normal,12,12,49368729,49381885
Lyrm2,Normal,4,4,32800253,32801559
Gm29527,Ytype,-1,Y,10626743,10629110
Gm49251,Normal,12,12,22466586,22466718
Gm50173,Normal,19,19,34773881,34774451
Gm50116,Normal,19,19,34804262,34804759
Gm36448,Normal,14,14,52538652,52540876
Igkv2-95-2,Normal,6,6,68647415,68648121
Lyzl1,Normal,18,18,4165832,4182232
Serpina3j,Normal,12,12,104314553,104320725
Tex19.1,Normal,11,11,121146143,121148319
Pank1,Normal,19,19,34806940,34879455
Egfr,Normal,11,11,16752203,16918158
Tagln3,Normal,16,16,45711230,45724608
Gm5907,Normal,8,8,13986090,14003561
Gm29178,Ytype,-1,Y,72404732,72415274
Comtd1,Normal,14,14,21845855,21848977
Gm11218,Normal,4,4,64856926,64858139
Erich1,Normal,8,8,14027561,14090301
Gm43743,Normal,3,3,94334394,94335332
Gm13783,Normal,2,2,91195906,91202778
Zfp14,Normal,7,7,30036359,30051380
Gm37846,Normal,3,3,42163865,42167638
Nr1h3,Normal,2,2,91184061,91202834
Trav2,Normal,14,14,52567198,52568051
Gm38274,Normal,3,3,42362630,42362777
Gm37533,Normal,3,3,42572458,42573002
Gm45854,Normal,8,8,95468646,95472133
Gm20775,Ytype,-1,Y,10641257,10643107
Uts2r,Normal,11,11,121160271,121161973
Gm45853,Normal,8,8,95480453,95483623
Dnah7b,Normal,1,1,46066315,46373550
Gm40658,Normal,13,13,4643907,4749064
Gm3150,Normal,15,15,72913357,72913560
Gm14377,Normal,7,7,47110851,47125990
Peg13,Normal,15,15,72805600,72810324
Csnk2a2,Normal,8,8,95446096,95490039
Mroh4,Normal,15,15,74606029,74636353
A930006L05Rik,Normal,9,9,96705828,96711449
Gm29280,Ytype,-1,Y,35271723,35272337
Trav3-1,Normal,14,14,52580665,52581213
Gm5570,Normal,6,6,60031967,60150045
C430002N11Rik,Normal,9,9,96765562,96782477
Gm9884,Normal,1,1,25830657,25831878
Gm6150,Normal,10,10,9683908,9691906
Gm11790,Normal,11,11,121165471,121165925
Septin12,Normal,16,16,4986858,4997852
Trib3,Normal,2,2,152337422,152344032
Gm45520,Normal,8,8,14065788,14067818
Gm20799,Ytype,-1,Y,35301254,35301949
Slc35a2,Xtype,-1,X,7884028,7894492
Gm18763,Normal,18,18,7684530,7692726
Gm29279,Ytype,-1,Y,35350343,35351038
Prdx2-ps1,Normal,1,1,99790429,99791025
Gm37877,Normal,1,1,99847984,99850692
Gm50027,Normal,18,18,7844684,7844935
Gm19029,Normal,1,1,100006021,100006584
Rps19,Normal,7,7,24884371,24889806
Gm29668,Normal,1,1,100282329,100282643
Gm29667,Normal,1,1,100282791,100283280
Pla2g3,Normal,11,11,3488284,3499350
2410131K14Rik,Normal,5,5,118245227,118266093
Vdac2,Normal,14,14,21825238,21845879
Gm49253,Normal,15,15,39991199,39991664
Rela,Normal,19,19,5637483,5648130
Nelfa,Normal,5,5,33897916,33936413
Gm49254,Normal,15,15,40012803,40014778
Gm49255,Normal,15,15,40042982,40043134
Dnaaf5,Normal,5,5,139150223,139186510
Gm33251,Normal,15,15,40045191,40128982
Gm28688,Normal,9,9,96809756,96810023
Hirip3,Normal,7,7,126861972,126865377
Gm8520,Normal,9,9,96813467,96814334
Pilrb2,Normal,5,5,137865827,137871815
AC132407.1,Normal,8,8,31918573,31918758
Pxylp1,Normal,9,9,96823336,96892669
Gm49960,Normal,16,16,10861755,10938364
Rmi2,Normal,16,16,10835059,10892966
Hoga1,Normal,19,19,42045610,42070953
Chia1,Normal,3,3,106113229,106132120
Krt33a,Normal,11,11,100011195,100016212
Nrg1,Normal,8,8,31814551,32884797
Gm13748,Normal,1,1,64078654,64090782
Gm21859,Normal,16,16,10912012,10937306
Gm10774,Normal,2,2,126709354,126709557
Gm44806,Normal,7,7,37465120,37467422
Klf7,Normal,1,1,64029447,64122282
Dynap,Normal,18,18,70240429,70244582
Gm9993,Normal,18,18,7868018,7869113
Gm37139,Normal,2,2,24889448,24893866
Doc2a,Normal,7,7,126847416,126852705
Gm38147,Normal,2,2,24874532,24876329
Inpp5j,Normal,11,11,3494375,3504821
Wac,Normal,18,18,7868832,7929028
Gm43145,Normal,5,5,97046181,97046808
B430319F04Rik,Normal,7,7,110766677,110769345
Bmp2k,Normal,5,5,96997689,97091867
Sys1,Normal,2,2,164456964,164479638
Gm47791,Normal,1,1,82770824,82771243
Cxcl14,Normal,13,13,56288643,56296551
Zdhhc19,Normal,16,16,32496265,32561966
Gm18443,Normal,1,1,25996604,25997159
4933411K16Rik,Normal,19,19,42052248,42053627
Gm19123,Normal,1,1,26466236,26466886
4931408C20Rik,Normal,1,1,26681814,26687460
Arl14ep,Normal,2,2,106962527,106974424
Gm43495,Normal,5,5,137870754,137871209
Gm7351,Normal,8,8,55973640,55974219
9330182O14Rik,Normal,15,15,40134365,40150010
Med23,Normal,10,10,24869986,24913681
Glra3,Normal,8,8,55940460,56130070
1700001L19Rik,Normal,13,13,68597421,68614231
Fam104a,Normal,11,11,113661319,113684155
Gm50334,Normal,19,19,44313772,44317329
AC124764.1,Normal,18,18,70267371,70276300
Gm15504,Normal,7,7,80237680,80237944
Gdpgp1,Normal,7,7,80232865,80242061
Gm45879,Normal,18,18,70432355,70433856
Gm17878,Normal,13,13,56318325,56320334
Scd4,Normal,19,19,44333092,44346743
Gm28563,Normal,5,5,118396806,118397330
Cog1,Normal,11,11,113649169,113667054
Gm15754,Normal,5,5,118486967,118503500
Nsd2,Normal,5,5,33820725,33897975
Fus,Normal,7,7,127967457,127985701
Igkv2-95-1,Normal,6,6,68671162,68671883
Gm37016,Normal,16,16,91262498,91263298
Gm19641,Normal,1,1,27336352,27336768
Clec12b,Normal,6,6,129375515,129385874
Olig1,Normal,16,16,91269772,91271933
Igkv10-95,Normal,6,6,68680379,68680848
Gm33023,Normal,8,8,104630832,104636492
Rrad,Normal,8,8,104628070,104631327
Igkv10-94,Normal,6,6,68704508,68704978
Gm15966,Normal,16,16,91271777,91329043
Gm34680,Normal,16,16,32550211,32553708
Gm19257,Normal,1,1,82777028,82777210
Gm10782,Normal,13,13,56362900,56368857
Gm47156,Normal,10,10,93618862,93634323
Gm36999,Normal,1,1,82806423,82807468
Gm3045,Normal,13,13,56426594,56433753
Gm28942,Normal,1,1,82819835,82820377
Gm45366,Normal,8,8,56016717,56017100
Gm17764,Normal,1,1,82822471,82822861
Gm5405,Normal,16,16,32591301,32591909
Gphb5,Normal,12,12,75411722,75416781
Bod1l,Normal,5,5,41787538,41844315
Plpp7,Normal,2,2,32095528,32110820
Ankrd17,Normal,5,5,90227166,90366577
Dthd1,Normal,5,5,62811674,62888308
Slc25a22,Normal,7,7,141429744,141437892
Ino80e,Normal,7,7,126850960,126862377
Dapk1,Normal,13,13,60601947,60763191
Paqr3,Normal,5,5,97082329,97111596
4930478K11Rik,Normal,12,12,108313779,108328030
Srrt,Normal,5,5,137295704,137307674
Hhipl1,Normal,12,12,108306270,108330869
Gm18645,Normal,8,8,63522920,63525878
Gm10699,Normal,8,8,14090461,14092590
Nwd2,Normal,5,5,63649102,63810546
Scd1,Normal,19,19,44394455,44407879
Gm20458,Normal,2,2,164460967,164490760
Gm29104,Normal,1,1,118064118,118064959
Gm29106,Normal,1,1,118176542,118202307
Gm4577,Normal,17,17,35703896,35708244
Ahnak,Normal,19,19,8989284,9076914
Gm7200,Normal,1,1,118249863,118251025
Ddr1,Normal,17,17,35681567,35704621
Anln,Normal,9,9,22332012,22389188
Gm49316,Normal,3,3,133579627,133579901
Tet2,Normal,3,3,133463679,133545139
Gm13750,Normal,1,1,64150201,64150665
Kcnj9,Normal,1,1,172320501,172329318
Arid5b,Normal,10,10,68092520,68278740
Rpa2,Normal,4,4,132768332,132778752
Gm10564,Normal,4,4,155042046,155045422
Prf1,Normal,10,10,61297833,61304680
Gm3687,Normal,5,5,63694054,63694513
Gm9954,Normal,5,5,63646170,63650894
Plch2,Normal,4,4,154983115,155056784
9930104L06Rik,Normal,4,4,124937048,124944656
Morn4,Normal,19,19,42074939,42086357
Trav4-1,Normal,14,14,52607307,52607804
Gm36937,Normal,1,1,172322994,172323661
Trav5-1,Normal,14,14,52622566,52623082
Trav6-1,Normal,14,14,52638515,52638962
Gm10123,Normal,9,9,96895658,96896147
Rpl8,Normal,15,15,76904078,76906314
Gm8524,Normal,9,9,96905507,96905885
Gm45542,Normal,8,8,45410063,45410760
Gm42988,Normal,14,14,52639531,52639755
Gm16010,Normal,9,9,97015966,97022043
Trav7-1,Normal,14,14,52654817,52655328
Slc25a13,Normal,6,6,6041218,6217173
Tlr3,Normal,8,8,45395665,45411080
Spsb4,Normal,9,9,96943482,97018843
Gm35920,Normal,10,10,77457917,77471629
Gm21757,Ytype,-1,Y,72449783,72450478
Nrsn2,Normal,2,2,152368755,152376638
Hpgd,Normal,8,8,56294585,56321043
Cd302,Normal,2,2,60251993,60284488
Slc27a5,Normal,7,7,12988346,12998192
Cdca8,Normal,4,4,124918465,124939311
Gm18291,Normal,9,9,97042562,97042862
Gm19325,Normal,9,9,97047444,97067307
Gm14164,Normal,2,2,152345669,152375324
Gm14165,Normal,2,2,152353615,152354566
Gm12103,Normal,11,11,30822309,30822670
Aprt,Normal,8,8,122574635,122576909
Gm45540,Normal,8,8,56311304,56314909
Slc25a36,Normal,9,9,97074961,97111157
Trav6-2,Normal,14,14,52667411,52667864
Psme4,Normal,11,11,30771726,30880361
Gm35368,Normal,8,8,63545943,63552805
A430057M04Rik,Normal,14,14,21847578,21856931
Gm50337,Normal,19,19,44419610,44437886
Gm35940,Normal,9,9,41805412,41838418
Gm35406,Normal,19,19,44453017,44459853
